   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
   0,    0.0000,   0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       2,       0,
